burlig_trt,burlig_trt_take,baseline_employees,baseline_wages,baseline_sales,baseline_owner_female,endline_wages,endline_employees,endline_sales,endline_owner_female
0,0,37.35189,113692,2.01e+07,1,1308953,37.35189,2.02e+07,1
0,0,23.86977,102737,1.91e+07,1,866569.8,23.86977,1.90e+07,1
0,0,28.81134,51253,1.95e+07,0,973215.8,28.81134,1.96e+07,0
0,0,29.7713,161594,1.92e+07,0,1114276,29.7713,1.93e+07,0
0,0,23.6129,35000,1.93e+07,0,790612.8,23.6129,1.92e+07,0
0,0,36.48691,171493,1.95e+07,0,1339074,36.48691,1.95e+07,0
0,0,28.89908,218823,1.97e+07,1,1143594,28.89908,1.97e+07,1
0,0,27.92609,63631,1.95e+07,0,957266,27.92609,1.95e+07,0
0,0,30.27217,149974,1.92e+07,1,1118684,30.27217,1.92e+07,1
0,0,31.77143,35000,1.93e+07,0,1051686,31.77143,1.93e+07,0
0,0,21.58459,35000,1.94e+07,0,725707,21.58459,1.94e+07,0
0,0,29.94794,293792,1.99e+07,1,1252126,29.94794,1.99e+07,1
0,0,25.22794,127646,1.94e+07,0,934940.1,25.22794,1.94e+07,0
0,0,25.2377,74643,1.92e+07,0,882249.3,25.2377,1.92e+07,0
0,0,33.40051,50113,1.94e+07,0,1118929,33.40051,1.94e+07,0
0,0,28.80042,35000,2.00e+07,0,956613.4,28.80042,2.00e+07,0
0,0,29.97278,35000,1.98e+07,0,994128.9,29.97278,1.98e+07,0
0,0,36.84144,270869,1.99e+07,0,1449795,36.84144,1.99e+07,0
0,0,29.50516,134414,1.97e+07,0,1078579,29.50516,1.97e+07,0
0,0,36.3412,35000,1.96e+07,0,1197918,36.3412,1.96e+07,0
0,0,39.05036,35000,1.92e+07,0,1284612,39.05036,1.91e+07,0
0,0,26.32195,35000,1.95e+07,1,877302.6,26.32195,1.95e+07,1
0,0,27.93721,35000,1.99e+07,0,928990.6,27.93721,1.99e+07,0
0,0,27.3188,91749,1.97e+07,1,965950.5,27.3188,1.97e+07,1
0,0,33.32173,76656,1.98e+07,0,1142951,33.32173,1.98e+07,0
0,0,35.47664,50282,1.97e+07,0,1185535,35.47664,1.96e+07,0
0,0,22.80725,35000,1.97e+07,1,764832.1,22.80725,1.96e+07,1
0,0,31.67091,47249,1.97e+07,1,1060718,31.67091,1.98e+07,1
0,0,29.91438,96371,1.97e+07,1,1053631,29.91438,1.96e+07,1
0,0,33.98797,60068,1.91e+07,0,1147683,33.98797,1.91e+07,0
0,0,30.57851,35000,1.94e+07,0,1013512,30.57851,1.94e+07,0
0,0,25.31517,69239,1.93e+07,0,879324.4,25.31517,1.94e+07,0
0,0,36.65765,56632,2.00e+07,1,1229677,36.65765,2.00e+07,1
0,0,35.55548,67405,1.91e+07,1,1205181,35.55548,1.91e+07,1
0,0,28.56121,35000,1.94e+07,0,948958.8,28.56121,1.95e+07,0
0,0,31.08101,35000,1.95e+07,1,1029592,31.08101,1.95e+07,1
0,0,31.84907,35000,1.95e+07,0,1054170,31.84907,1.95e+07,0
0,0,30.46005,98609,1.99e+07,1,1073331,30.46005,1.98e+07,1
0,0,28.40135,35000,1.93e+07,1,943843.1,28.40135,1.92e+07,1
0,0,29.37323,35000,1.97e+07,1,974943.3,29.37323,1.98e+07,1
0,0,33.4213,35000,1.96e+07,1,1104482,33.4213,1.96e+07,1
0,0,25.59009,215544,1.94e+07,0,1034427,25.59009,1.94e+07,0
0,0,30.90633,35000,1.92e+07,0,1024003,30.90633,1.93e+07,0
0,0,26.90392,81960,1.98e+07,0,942885.5,26.90392,1.98e+07,0
0,0,37.47212,390896,1.99e+07,1,1590004,37.47212,1.99e+07,1
0,0,25.6984,56477,1.98e+07,0,878825.8,25.6984,1.98e+07,0
0,0,33.10572,129981,1.94e+07,0,1189364,33.10572,1.94e+07,0
0,0,30.82363,35000,1.96e+07,0,1021356,30.82363,1.96e+07,0
0,0,29.52617,35000,1.92e+07,1,979837.4,29.52617,1.91e+07,1
0,0,27.65836,170068,1.97e+07,1,1055136,27.65836,1.97e+07,1
0,0,41.62703,35000,1.95e+07,1,1367065,41.62703,1.96e+07,1
0,0,27.37171,35000,1.98e+07,0,910894.7,27.37171,1.98e+07,0
0,0,39.91626,159911,1.94e+07,0,1437231,39.91626,1.95e+07,0
0,0,42.22353,35000,1.97e+07,0,1386153,42.22353,1.97e+07,0
0,0,29.95539,173948,1.92e+07,1,1132521,29.95539,1.92e+07,1
0,0,34.83889,35000,1.96e+07,0,1149845,34.83889,1.95e+07,0
0,0,33.15705,35000,1.93e+07,1,1096026,33.15705,1.93e+07,1
0,0,34.21258,422278,1.91e+07,1,1517081,34.21258,1.92e+07,1
0,0,32.06324,35000,1.94e+07,0,1061024,32.06324,1.94e+07,0
0,0,31.17586,35000,1.99e+07,0,1032628,31.17586,2.00e+07,0
0,0,38.68001,222463,2.00e+07,0,1460223,38.68001,2.00e+07,0
0,0,24.48553,197364,1.96e+07,0,980900.8,24.48553,1.96e+07,0
0,0,31.82419,29791,1.95e+07,1,1048165,31.82419,1.94e+07,1
0,0,23.14709,57614,1.94e+07,1,798321,23.14709,1.95e+07,1
0,0,34.38717,35000,2.02e+07,1,1135389,34.38717,2.01e+07,1
0,0,30.98465,35000,1.95e+07,0,1026509,30.98465,1.95e+07,0
0,0,32.52942,123232,1.95e+07,1,1164173,32.52942,1.95e+07,1
0,0,28.99933,179622,2.00e+07,0,1107601,28.99933,2.00e+07,0
0,0,23.80259,35000,1.94e+07,0,796682.8,23.80259,1.94e+07,0
0,0,23.77269,31949,1.92e+07,1,792675,23.77269,1.92e+07,1
0,0,26.90633,35000,1.95e+07,0,896002.6,26.90633,1.96e+07,0
0,0,28.4845,125900,1.97e+07,0,1037404,28.4845,1.98e+07,0
0,0,20.67223,101244,1.96e+07,0,762755.3,20.67223,1.96e+07,0
0,0,38.31388,35000,2.00e+07,0,1261044,38.31388,2.01e+07,0
0,0,39.9314,215263,1.91e+07,0,1493068,39.9314,1.92e+07,0
0,0,29.42669,35000,1.90e+07,1,976654,29.42669,1.90e+07,1
0,0,31.73728,35000,1.92e+07,1,1050593,31.73728,1.92e+07,1
0,0,32.57517,35000,1.97e+07,0,1077405,32.57517,1.97e+07,0
0,0,29.58892,116372,1.90e+07,0,1063218,29.58892,1.89e+07,0
0,0,31.05997,101255,1.96e+07,1,1095174,31.05997,1.96e+07,1
0,0,32.02069,35000,1.93e+07,1,1059662,32.02069,1.92e+07,1
0,0,33.07381,161822,1.96e+07,0,1220184,33.07381,1.95e+07,0
0,0,30.23902,74517,1.94e+07,1,1042166,30.23902,1.94e+07,1
0,0,40.65748,35000,1.94e+07,1,1336039,40.65748,1.94e+07,1
0,0,29.85386,35000,1.98e+07,0,990323.6,29.85386,1.98e+07,0
0,0,30.06782,238110,2.00e+07,1,1200280,30.06782,2.00e+07,1
0,0,33.0727,283243,1.94e+07,1,1341569,33.0727,1.94e+07,1
0,0,43.95087,35000,1.92e+07,1,1441428,43.95087,1.92e+07,1
0,0,18.57216,35000,1.93e+07,1,629309.2,18.57216,1.93e+07,1
0,0,29.51766,211434,1.98e+07,1,1155999,29.51766,1.99e+07,1
0,0,34.04512,88317,1.99e+07,0,1177761,34.04512,1.97e+07,0
0,0,23.47946,129188,1.94e+07,1,880530.6,23.47946,1.93e+07,1
0,0,31.23546,35000,1.93e+07,0,1034535,31.23546,1.93e+07,0
0,0,33.25946,112620,1.91e+07,0,1176923,33.25946,1.92e+07,0
0,0,35.70467,28831,1.94e+07,1,1171380,35.70467,1.94e+07,1
0,0,27.62765,35000,1.97e+07,0,919084.8,27.62765,1.97e+07,0
0,0,27.3504,35007,1.94e+07,1,910219.8,27.3504,1.93e+07,1
0,0,32.2541,35000,1.97e+07,1,1067131,32.2541,1.97e+07,1
0,0,28.46803,122616,1.95e+07,0,1033593,28.46803,1.96e+07,0
0,0,35.99352,145970,1.94e+07,0,1297763,35.99352,1.94e+07,0
0,0,24.12652,126474,1.90e+07,0,898522.7,24.12652,1.89e+07,0
0,0,28.56469,35000,1.98e+07,0,949070.1,28.56469,1.98e+07,0
0,0,27.23644,228943,1.96e+07,0,1100509,27.23644,1.96e+07,0
0,0,20.48307,35000,1.96e+07,1,690458.3,20.48307,1.97e+07,1
0,0,27.74517,33506,1.96e+07,1,921351.5,27.74517,1.97e+07,1
0,0,27.38625,144065,1.94e+07,0,1020425,27.38625,1.93e+07,0
0,0,39.83347,35000,1.96e+07,0,1309671,39.83347,1.96e+07,0
0,0,25.0567,206247,1.97e+07,0,1008062,25.0567,1.97e+07,0
0,0,32.41747,35000,1.95e+07,0,1072359,32.41747,1.95e+07,0
0,0,26.05214,97429,1.98e+07,1,931097.4,26.05214,1.99e+07,1
0,0,30.60165,93201,1.95e+07,0,1072454,30.60165,1.96e+07,0
0,0,33.71938,35000,1.94e+07,1,1114020,33.71938,1.93e+07,1
0,0,30.51772,288854,1.95e+07,0,1265421,30.51772,1.96e+07,0
0,0,36.25933,226823,1.91e+07,0,1387122,36.25933,1.91e+07,0
0,0,27.13901,35000,1.94e+07,1,903448.4,27.13901,1.94e+07,1
0,0,20.23084,127621,1.91e+07,1,775007.9,20.23084,1.91e+07,1
0,0,31.37183,35000,1.99e+07,1,1038899,31.37183,1.99e+07,1
0,0,21.00477,80214,1.97e+07,1,752366.6,21.00477,1.96e+07,1
0,0,43.76986,35000,1.93e+07,0,1435636,43.76986,1.93e+07,0
0,0,30.45349,210048,1.91e+07,0,1184560,30.45349,1.91e+07,0
0,0,33.98238,35000,1.97e+07,1,1122436,33.98238,1.98e+07,1
0,0,25.61864,75911,1.88e+07,1,895707.4,25.61864,1.88e+07,1
0,0,25.089,229077,1.94e+07,1,1031925,25.089,1.94e+07,1
0,0,24.6441,425507,1.92e+07,0,1214118,24.6441,1.91e+07,0
0,0,24.95868,189137,1.89e+07,0,987814.8,24.95868,1.89e+07,0
0,0,29.73594,135615,1.93e+07,1,1087165,29.73594,1.94e+07,1
0,0,34.80957,85658,1.89e+07,1,1199564,34.80957,1.89e+07,1
0,0,31.61995,35000,1.92e+07,0,1046838,31.61995,1.92e+07,0
0,0,36.94172,190002,1.88e+07,0,1372137,36.94172,1.89e+07,0
0,0,35.03576,177698,1.97e+07,0,1298842,35.03576,1.97e+07,0
0,0,27.60985,230254,1.94e+07,0,1113769,27.60985,1.95e+07,0
0,0,24.74395,35000,1.93e+07,0,826806.3,24.74395,1.93e+07,0
0,0,28.15183,35000,2.01e+07,0,935858.6,28.15183,2.01e+07,0
0,0,30.09947,35000,1.98e+07,0,998183,30.09947,1.98e+07,0
0,0,24.70203,35000,1.94e+07,1,825464.9,24.70203,1.95e+07,1
0,0,24.66668,35000,1.96e+07,0,824333.8,24.66668,1.97e+07,0
0,0,28.46766,97034,1.94e+07,1,1007999,28.46766,1.92e+07,1
0,0,23.17977,35000,1.93e+07,0,776752.6,23.17977,1.92e+07,0
0,0,29.57759,35000,1.98e+07,1,981482.9,29.57759,1.98e+07,1
0,0,34.20087,35000,1.94e+07,0,1129428,34.20087,1.93e+07,0
0,0,27.82938,35000,2.02e+07,0,925540.3,27.82938,2.02e+07,0
0,0,34.24223,200001,1.97e+07,0,1295752,34.24223,1.97e+07,0
0,0,25.2637,22106,1.94e+07,1,830544.4,25.2637,1.94e+07,1
0,0,32.92058,198248,1.92e+07,0,1251707,32.92058,1.92e+07,0
0,0,17.20043,35000,1.97e+07,0,585413.9,17.20043,1.98e+07,0
0,0,20.27873,203598,1.99e+07,0,852517.4,20.27873,1.98e+07,0
0,0,29.61427,64124,1.96e+07,0,1011781,29.61427,1.95e+07,0
0,0,25.08351,35000,1.92e+07,0,837672.4,25.08351,1.92e+07,0
0,0,28.14109,35000,1.96e+07,0,935514.8,28.14109,1.96e+07,0
0,0,23.67316,172857,1.91e+07,0,930398.1,23.67316,1.92e+07,0
0,0,35.88451,177479,2.01e+07,0,1325784,35.88451,2.01e+07,0
0,0,35.44789,268672,1.96e+07,1,1403005,35.44789,1.96e+07,1
0,0,38.86348,118447,1.94e+07,0,1362078,38.86348,1.93e+07,0
0,0,28.44594,35000,1.95e+07,1,945270.1,28.44594,1.94e+07,1
0,0,24.76604,35000,1.95e+07,0,827513.3,24.76604,1.95e+07,0
0,0,31.77928,219205,1.93e+07,1,1236142,31.77928,1.93e+07,1
0,0,21.98718,68892,1.98e+07,1,772481.9,21.98718,1.98e+07,1
0,0,31.33945,35000,1.93e+07,1,1037863,31.33945,1.92e+07,1
0,0,22.07877,35000,1.92e+07,0,741520.6,22.07877,1.91e+07,0
0,0,39.47909,35000,1.93e+07,0,1298331,39.47909,1.93e+07,0
0,0,33.1901,91713,1.95e+07,0,1153796,33.1901,1.94e+07,0
0,0,32.46367,254657,2.00e+07,1,1293494,32.46367,2.00e+07,1
0,0,37.55488,128749,1.94e+07,1,1330505,37.55488,1.93e+07,1
0,0,32.597,35000,1.97e+07,1,1078104,32.597,1.97e+07,1
0,0,31.33303,35000,1.99e+07,0,1037657,31.33303,1.98e+07,0
0,0,29.80973,35000,1.96e+07,1,988911.4,29.80973,1.96e+07,1
0,0,32.4943,218652,1.94e+07,0,1258470,32.4943,1.93e+07,0
0,0,30.63597,155549,1.98e+07,0,1135900,30.63597,1.98e+07,0
0,0,20.28231,209104,1.97e+07,0,858137.9,20.28231,1.97e+07,0
0,0,25.03168,142712,1.91e+07,0,943725.6,25.03168,1.90e+07,0
0,0,30.07545,35000,1.98e+07,1,997414.4,30.07545,1.98e+07,1
0,0,32.73818,349214,1.94e+07,0,1396836,32.73818,1.93e+07,0
0,0,27.12793,20396,1.97e+07,0,888489.6,27.12793,1.97e+07,0
0,0,25.80795,35000,2.01e+07,1,860854.4,25.80795,2.00e+07,1
0,0,38.55178,35000,1.93e+07,0,1268657,38.55178,1.93e+07,0
0,0,32.46045,144517,1.92e+07,1,1183251,32.46045,1.92e+07,1
0,0,28.58298,35000,1.93e+07,1,949655.2,28.58298,1.92e+07,1
0,0,38.35774,35000,1.92e+07,1,1262448,38.35774,1.91e+07,1
0,0,25.69304,213890,1.98e+07,0,1036067,25.69304,1.97e+07,0
0,0,27.39162,35000,1.96e+07,0,911531.8,27.39162,1.96e+07,0
0,0,29.87811,35000,1.94e+07,0,991099.6,29.87811,1.94e+07,0
0,0,27.82626,163419,1.92e+07,0,1053859,27.82626,1.92e+07,0
0,0,24.90007,117134,1.98e+07,0,913936.3,24.90007,1.97e+07,0
0,0,32.16973,35000,1.99e+07,0,1064431,32.16973,2.00e+07,0
0,0,28.31454,142383,1.96e+07,0,1048448,28.31454,1.95e+07,0
0,0,20.94101,31252,2.02e+07,0,701364.3,20.94101,2.02e+07,0
0,0,29.85846,35000,1.92e+07,0,990470.8,29.85846,1.92e+07,0
0,0,34.19468,394222,1.91e+07,1,1488452,34.19468,1.90e+07,1
0,0,27.82701,35000,1.94e+07,0,925464.3,27.82701,1.94e+07,0
0,0,26.61123,125359,2.00e+07,1,976918.4,26.61123,2.00e+07,1
0,0,31.90691,97416,1.98e+07,0,1118437,31.90691,1.98e+07,0
0,0,27.03975,18558,1.94e+07,1,883830,27.03975,1.95e+07,1
0,0,32.12296,35000,1.93e+07,1,1062935,32.12296,1.94e+07,1
0,0,17.82799,141780,1.95e+07,0,712275.8,17.82799,1.95e+07,0
0,0,26.08878,83708,1.93e+07,1,918548.9,26.08878,1.93e+07,1
0,0,26.8047,35000,1.92e+07,1,892750.4,26.8047,1.92e+07,1
0,0,19.0277,35000,1.92e+07,0,643886.4,19.0277,1.92e+07,0
0,0,29.28921,212946,1.95e+07,1,1150201,29.28921,1.94e+07,1
0,0,31.03611,57847,1.99e+07,1,1051003,31.03611,1.99e+07,1
0,0,32.62974,35000,1.95e+07,1,1079152,32.62974,1.96e+07,1
0,0,33.95626,240879,1.97e+07,0,1327480,33.95626,1.98e+07,0
0,0,26.984,35000,1.92e+07,0,898488,26.984,1.92e+07,0
0,0,36.04481,88529,1.93e+07,1,1241963,36.04481,1.94e+07,1
0,0,30.65158,35000,1.95e+07,0,1015851,30.65158,1.95e+07,0
0,0,35.01882,30597,1.95e+07,1,1151199,35.01882,1.94e+07,1
0,0,33.95904,35000,2.00e+07,0,1121689,33.95904,1.99e+07,0
0,0,28.30558,35000,1.90e+07,0,940778.6,28.30558,1.89e+07,0
0,0,42.20064,348299,1.96e+07,0,1698720,42.20064,1.96e+07,0
0,0,31.90447,47324,1.93e+07,0,1068267,31.90447,1.93e+07,0
0,0,38.11037,192397,1.99e+07,0,1411929,38.11037,1.99e+07,0
0,0,39.17963,35000,1.95e+07,0,1288748,39.17963,1.95e+07,0
0,0,30.70885,172052,1.92e+07,1,1154735,30.70885,1.92e+07,1
0,0,20.7925,35000,1.95e+07,1,700360.1,20.7925,1.94e+07,1
0,0,32.35317,35000,1.90e+07,0,1070301,32.35317,1.91e+07,0
0,0,30.61051,35000,1.95e+07,0,1014536,30.61051,1.95e+07,0
0,0,35.83404,235372,1.94e+07,0,1382061,35.83404,1.94e+07,0
0,0,28.53257,35000,1.92e+07,1,948042.4,28.53257,1.92e+07,1
0,0,34.33659,35000,1.93e+07,1,1133771,34.33659,1.93e+07,1
0,0,23.45121,87426,1.92e+07,0,837864.6,23.45121,1.92e+07,0
0,0,24.49076,93522,1.98e+07,1,877226.2,24.49076,1.99e+07,1
0,0,30.41903,35000,1.93e+07,0,1008409,30.41903,1.93e+07,0
0,0,31.62266,128148,1.94e+07,0,1140073,31.62266,1.94e+07,0
0,0,35.80922,35000,1.94e+07,0,1180895,35.80922,1.94e+07,0
0,0,35.02212,35000,1.94e+07,0,1155708,35.02212,1.96e+07,0
0,0,34.13627,170146,1.88e+07,0,1262507,34.13627,1.89e+07,0
0,0,22.76471,35000,1.98e+07,0,763470.8,22.76471,1.97e+07,0
0,0,29.77692,70194,1.90e+07,0,1023055,29.77692,1.91e+07,0
0,0,35.84087,35000,1.92e+07,0,1181908,35.84087,1.91e+07,0
0,0,28.52263,35000,1.93e+07,1,947724.2,28.52263,1.93e+07,1
0,0,34.83209,108446,1.96e+07,0,1223073,34.83209,1.95e+07,0
0,0,29.6272,124143,1.94e+07,0,1072213,29.6272,1.94e+07,0
0,0,25.88026,125154,1.94e+07,0,953322.3,25.88026,1.94e+07,0
0,0,23.20661,35000,1.96e+07,0,777611.5,23.20661,1.96e+07,0
0,0,28.75367,35000,1.99e+07,0,955117.4,28.75367,1.99e+07,0
0,0,29.13296,76961,1.94e+07,1,1009216,29.13296,1.94e+07,1
0,0,28.21136,422010,1.93e+07,1,1324774,28.21136,1.93e+07,1
0,0,35.24302,101993,1.97e+07,0,1229770,35.24302,1.97e+07,0
0,0,24.61162,35000,1.95e+07,1,822571.7,24.61162,1.96e+07,1
0,0,28.69947,35000,1.93e+07,1,953383.1,28.69947,1.94e+07,1
0,0,31.17759,35000,2.00e+07,0,1032683,31.17759,2.01e+07,0
0,0,27.14934,35000,1.95e+07,0,903779,27.14934,1.94e+07,0
0,0,26.0429,35000,1.94e+07,0,868372.8,26.0429,1.94e+07,0
0,0,30.69975,93525,2.02e+07,1,1075917,30.69975,2.02e+07,1
0,0,30.70756,63232,1.94e+07,1,1045874,30.70756,1.94e+07,1
0,0,31.46269,157478,1.95e+07,1,1164284,31.46269,1.95e+07,1
0,0,26.57492,126841,1.95e+07,1,977238.4,26.57492,1.95e+07,1
0,0,26.79281,57752,1.96e+07,0,915121.9,26.79281,1.96e+07,0
0,0,32.80956,62655,1.94e+07,0,1112561,32.80956,1.95e+07,0
0,0,30.65966,305452,1.97e+07,0,1286561,30.65966,1.97e+07,0
0,0,33.52324,35000,1.95e+07,0,1107744,33.52324,1.95e+07,0
0,0,27.02029,292424,1.94e+07,0,1157073,27.02029,1.95e+07,0
0,0,25.10889,75915,1.96e+07,1,879399.4,25.10889,1.96e+07,1
0,0,27.99555,250460,1.91e+07,0,1146318,27.99555,1.91e+07,0
0,0,20.56984,35000,1.92e+07,0,693234.8,20.56984,1.92e+07,0
0,0,26.94897,35000,1.94e+07,0,897367.1,26.94897,1.95e+07,0
0,0,27.71699,35000,1.93e+07,0,921943.8,27.71699,1.92e+07,0
0,0,29.81504,274040,1.95e+07,0,1228121,29.81504,1.95e+07,0
0,0,32.81546,24022,1.98e+07,0,1074117,32.81546,1.99e+07,0
0,0,22.75755,161265,1.94e+07,1,889506.5,22.75755,1.93e+07,1
0,0,28.86425,299855,1.91e+07,0,1223511,28.86425,1.91e+07,0
0,0,19.97877,35000,1.98e+07,1,674320.6,19.97877,1.98e+07,1
0,0,21.11649,62176,1.98e+07,1,737903.7,21.11649,1.99e+07,1
0,0,26.01038,35000,1.91e+07,0,867332.2,26.01038,1.91e+07,0
0,0,28.75592,35000,1.95e+07,1,955189.3,28.75592,1.95e+07,1
0,0,25.61691,50080,1.98e+07,1,869821.3,25.61691,1.98e+07,1
0,0,34.07794,35000,1.93e+07,0,1125494,34.07794,1.93e+07,0
0,0,33.24236,35000,1.93e+07,1,1098756,33.24236,1.94e+07,1
0,0,38.17087,61827,1.98e+07,0,1283295,38.17087,1.99e+07,0
0,0,34.11753,219409,1.94e+07,1,1311170,34.11753,1.94e+07,1
0,0,35.89111,82137,1.94e+07,0,1230653,35.89111,1.95e+07,0
0,0,26.05713,35000,1.94e+07,1,868828.1,26.05713,1.94e+07,1
0,0,24.31637,35000,1.92e+07,0,813123.8,24.31637,1.92e+07,0
0,0,26.89505,35000,1.92e+07,0,895641.6,26.89505,1.91e+07,0
0,0,24.03733,127434,1.92e+07,0,896628.6,24.03733,1.93e+07,0
0,0,24.32734,35000,1.93e+07,0,813475.1,24.32734,1.94e+07,0
0,0,34.26751,35000,1.98e+07,0,1131560,34.26751,1.98e+07,0
0,0,22.02475,35000,1.95e+07,0,739791.9,22.02475,1.94e+07,0
0,0,26.02315,35000,1.98e+07,0,867740.7,26.02315,1.98e+07,0
0,0,25.2676,27734,1.92e+07,1,836297.2,25.2676,1.93e+07,1
0,0,29.9947,75515,1.90e+07,1,1035345,29.9947,1.89e+07,1
0,0,33.06917,367168,1.98e+07,0,1425381,33.06917,1.97e+07,0
0,0,32.21375,79248,1.99e+07,1,1110088,32.21375,2.00e+07,1
0,0,38.53257,35000,2.00e+07,0,1268042,38.53257,2.00e+07,0
0,0,29.33356,203233,1.92e+07,0,1141907,29.33356,1.91e+07,0
0,0,34.03611,32294,2.01e+07,1,1121450,34.03611,2.01e+07,1
0,0,27.33292,35000,1.96e+07,1,909653.4,27.33292,1.96e+07,1
0,0,23.75954,35000,1.95e+07,0,795305.4,23.75954,1.94e+07,0
0,0,26.11082,35000,1.95e+07,0,870546.1,26.11082,1.96e+07,0
0,0,40.30277,28633,1.95e+07,0,1318322,40.30277,1.95e+07,0
0,0,33.3159,35000,1.89e+07,0,1101109,33.3159,1.90e+07,0
0,0,36.07304,35000,1.89e+07,0,1189337,36.07304,1.90e+07,0
0,0,28.47797,35000,1.88e+07,0,946294.9,28.47797,1.89e+07,0
0,0,24.44921,35000,1.99e+07,0,817374.8,24.44921,1.99e+07,0
0,0,31.6739,108272,1.94e+07,0,1121837,31.6739,1.94e+07,0
0,0,23.13505,95798,1.99e+07,0,836119.6,23.13505,1.99e+07,0
0,0,24.69598,35000,1.91e+07,0,825271.4,24.69598,1.91e+07,0
0,0,30.33464,109692,2.02e+07,0,1080401,30.33464,2.01e+07,0
0,0,27.57217,35000,1.90e+07,0,917309.4,27.57217,1.89e+07,0
0,0,36.90772,319532,1.95e+07,1,1500579,36.90772,1.95e+07,1
0,0,37.07928,35000,1.96e+07,0,1221537,37.07928,1.95e+07,0
0,0,36.68513,35000,1.92e+07,0,1208924,36.68513,1.92e+07,0
0,0,26.12551,148553,1.94e+07,1,984569.2,26.12551,1.94e+07,1
0,0,27.407,112032,1.93e+07,0,989055.9,27.407,1.92e+07,0
0,0,32.51451,35000,1.92e+07,0,1075464,32.51451,1.92e+07,0
0,0,33.52314,147243,1.91e+07,1,1219983,33.52314,1.91e+07,1
0,0,21.78593,35000,1.96e+07,0,732149.8,21.78593,1.97e+07,0
0,0,33.227,73263,1.96e+07,0,1136527,33.227,1.96e+07,0
0,0,22.13222,164645,1.93e+07,1,872875.9,22.13222,1.93e+07,1
0,0,34.49025,35000,1.96e+07,0,1138688,34.49025,1.95e+07,0
0,0,34.63524,90413,1.97e+07,0,1198741,34.63524,1.97e+07,0
0,0,32.39506,389374,1.98e+07,0,1426016,32.39506,1.98e+07,0
0,0,27.16867,62494,1.93e+07,0,931891.4,27.16867,1.93e+07,0
0,0,35.00586,16785,1.95e+07,1,1136973,35.00586,1.95e+07,1
0,0,19.46563,60606,1.90e+07,0,683506.1,19.46563,1.90e+07,0
0,0,34.16444,35000,1.97e+07,0,1128262,34.16444,1.97e+07,0
0,0,29.9801,35000,1.92e+07,1,994363.3,29.9801,1.92e+07,1
0,0,32.06335,35000,1.93e+07,0,1061027,32.06335,1.94e+07,0
0,0,31.17635,218382,1.98e+07,0,1216025,31.17635,1.97e+07,0
0,0,28.12874,123348,2.01e+07,0,1023468,28.12874,2.01e+07,0
0,0,33.72462,123486,1.90e+07,1,1202674,33.72462,1.90e+07,1
0,0,35.55932,35000,1.98e+07,1,1172898,35.55932,1.97e+07,1
0,0,38.88534,292771,1.94e+07,0,1537102,38.88534,1.93e+07,0
0,0,21.32761,118950,1.97e+07,1,801433.5,21.32761,1.97e+07,1
0,0,38.05975,213871,1.97e+07,1,1431783,38.05975,1.98e+07,1
0,0,28.9837,35000,1.96e+07,0,962478.5,28.9837,1.95e+07,0
0,0,33.14529,32049,1.96e+07,0,1092698,33.14529,1.96e+07,0
0,0,30.11349,80256,2.00e+07,0,1043888,30.11349,1.99e+07,0
0,0,21.6372,80847,1.98e+07,0,773237.3,21.6372,1.98e+07,0
0,0,39.83731,35000,1.93e+07,1,1309794,39.83731,1.93e+07,1
0,0,25.22352,105977,1.93e+07,0,913129.6,25.22352,1.93e+07,0
0,0,32.86582,396050,1.98e+07,0,1447756,32.86582,1.98e+07,0
0,0,25.37907,191924,1.96e+07,0,1004054,25.37907,1.96e+07,0
0,0,23.51611,166871,1.95e+07,0,919386.4,23.51611,1.95e+07,0
0,0,32.29185,35000,1.93e+07,0,1068339,32.29185,1.94e+07,0
0,0,28.81618,74029,1.94e+07,0,996146.9,28.81618,1.94e+07,0
0,0,31.42382,35000,1.94e+07,0,1040562,31.42382,1.94e+07,0
0,0,28.96952,227804,1.94e+07,1,1154829,28.96952,1.94e+07,1
0,0,31.30837,35000,1.93e+07,0,1036868,31.30837,1.93e+07,0
0,0,36.26455,35000,1.98e+07,0,1195466,36.26455,1.98e+07,0
0,0,16.99256,35000,1.95e+07,0,578761.8,16.99256,1.95e+07,0
0,0,26.93267,22126,1.99e+07,1,883971.4,26.93267,1.99e+07,1
0,0,23.22201,74291,1.96e+07,0,817395.2,23.22201,1.97e+07,0
0,0,43.45765,331544,1.89e+07,0,1722189,43.45765,1.88e+07,0
0,0,34.99655,35000,2.03e+07,1,1154890,34.99655,2.03e+07,1
0,0,18.49762,35000,2.00e+07,0,626923.9,18.49762,2.00e+07,0
0,0,31.2331,62655,1.99e+07,1,1062114,31.2331,2.00e+07,1
0,0,32.0897,182479,1.99e+07,1,1209350,32.0897,1.99e+07,1
0,0,37.86959,86309,2.02e+07,0,1298136,37.86959,2.02e+07,0
0,0,35.58982,26010,1.96e+07,0,1164884,35.58982,1.97e+07,0
0,0,26.97654,35000,1.92e+07,1,898249.3,26.97654,1.91e+07,1
0,0,26.26912,57564,1.94e+07,1,898175.8,26.26912,1.94e+07,1
0,0,30.44782,106972,1.93e+07,1,1081302,30.44782,1.92e+07,1
0,0,26.99682,69343,1.93e+07,1,933241.4,26.99682,1.93e+07,1
0,0,38.69094,35000,1.97e+07,0,1273110,38.69094,1.96e+07,0
